package,version,date,gpu_score,cuda_version,gpu_deps_count,requires_external_cuda,source
jax,0.1.29,2019-05-16 22:05:16,0,,0,True,pypi
jax,0.1.30,2019-05-16 22:36:43,0,,0,True,pypi
jax,0.1.31,2019-05-17 20:38:36,0,,0,True,pypi
jax,0.1.32,2019-05-20 19:56:07,0,,0,True,pypi
jax,0.1.33,2019-05-21 18:22:10,0,,0,True,pypi
jax,0.1.34,2019-05-22 01:54:57,0,,0,True,pypi
jax,0.1.35,2019-05-23 13:52:56,0,,0,True,pypi
jax,0.1.36,2019-06-03 21:06:25,0,,0,True,pypi
jax,0.1.37,2019-06-11 21:05:05,0,,0,True,pypi
jax,0.1.38,2019-06-18 16:25:07,0,,0,True,pypi
jax,0.1.39,2019-06-27 17:09:53,0,,0,True,pypi
jax,0.1.40,2019-08-05 01:38:57,0,,0,True,pypi
jax,0.1.41,2019-08-08 16:34:55,0,,0,True,pypi
jax,0.1.42,2019-08-22 15:52:56,0,,0,True,pypi
jax,0.1.43,2019-08-25 20:33:57,0,,0,True,pypi
jax,0.1.44,2019-08-31 15:22:13,0,,0,True,pypi
jax,0.1.45,2019-09-10 14:59:32,0,,0,True,pypi
jax,0.1.46,2019-09-17 15:35:05,0,,0,True,pypi
jax,0.1.47,2019-10-21 15:19:29,0,,0,True,pypi
jax,0.1.48,2019-10-22 20:03:03,0,,0,True,pypi
jax,0.1.49,2019-10-31 17:24:41,0,,0,True,pypi
jax,0.1.50,2019-11-06 00:28:51,0,,0,True,pypi
jax,0.1.51,2019-11-14 23:20:19,0,,0,True,pypi
jax,0.1.52,2019-11-19 15:04:49,0,,0,True,pypi
jax,0.1.53,2019-11-27 15:02:50,0,,0,True,pypi
jax,0.1.54,2019-12-05 03:50:10,0,,0,True,pypi
jax,0.1.55,2019-12-07 00:27:23,0,,0,True,pypi
jax,0.1.56,2020-01-04 20:06:56,0,,0,True,pypi
jax,0.1.57,2020-01-08 21:40:12,0,,0,True,pypi
jax,0.1.58,2020-01-28 14:35:01,0,,0,True,pypi
jax,0.1.59,2020-02-11 15:54:39,0,,0,True,pypi
jax,0.1.60,2020-03-17 14:08:29,0,,0,True,pypi
jax,0.1.61,2020-03-17 21:19:02,0,,0,True,pypi
jax,0.1.62,2020-03-22 03:59:35,0,,0,True,pypi
jax,0.1.63,2020-04-13 02:31:33,0,,0,True,pypi
jax,0.1.64,2020-04-21 15:33:39,0,,0,True,pypi
jax,0.1.65,2020-04-30 22:35:29,0,,0,True,pypi
jax,0.1.66,2020-05-05 18:59:29,0,,0,True,pypi
jax,0.1.67,2020-05-12 18:19:23,0,,0,True,pypi
jax,0.1.68,2020-05-21 17:39:42,0,,0,True,pypi
jax,0.1.69,2020-06-03 14:47:28,0,,0,True,pypi
